"","date","amount.x","cum_rolling_365_all","amount.y","cum_rolling_365_private","cum_rolling_365_health","cum_rolling_365_pubad","cum_rolling_365_realestate","cum_rolling_365_computing","cum_rolling_365_management","cum_rolling_365_bussup","cum_rolling_365_residential","cum_rolling_365_socialwork","cum_rolling_365_legal","cum_rolling_365_transport","cum_rolling_365_private2","cum_rolling_365_pubad2","cum_rolling_365_computing2","cum_rolling_365_legal2","cum_rolling_365_management2","cum_rolling_365_realestate2","cum_rolling_365_transport2","cum_rolling_365_health2","cum_rolling_365_bussup2","cum_rolling_365_residential2","cum_rolling_365_socialwork2","Rolling_Percent"
"536",2019-03-06,17338794,35976279059,172256,2327256434,1670007085,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327256434,0.14995989416116,0.173567838679467,0.0847596827620549,0.252889927417994,0.188876342349255,0.10224744737963,4.64196723141167,0.227837175338717,0.290030063500681,0.0994756293203902,6.46886363701863
"537",2019-03-07,891619,35977170678,267220,2327523654,1670064029,NA,NA,NA,91087271,NA,NA,NA,NA,NA,2327523654,0.149956177718528,0.17356353716326,0.0847575821704253,0.253180751247067,0.188871661443772,0.102244913390296,4.64201046810288,0.227831528870398,0.290022875711583,0.0994731640247745,6.46944606854057
"538",2019-03-08,2859305,35979699027,274364,2327798018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327798018,0.149945640066402,0.173551340585537,0.0847516261242682,0.253162959844789,0.188858389140521,0.102237728482375,4.64168426686045,0.227815518797113,0.290002495356338,0.099466173891961,6.46975400281466
"539",2019-03-11,202000,35979805180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327798018,0.149945197674358,0.173550828548427,0.0847513760773509,0.253162212925579,0.188857831942268,0.102237426845345,4.64167057226962,0.227814846661713,0.290001639747622,0.0994658804319851,6.46973491477921
"540",2019-03-12,621032,35979626212,63102,2327861120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327861120,0.149945943524023,0.173551691816003,0.0847517976432723,0.253163472191994,0.18885877134915,0.102237935389477,4.64169366062785,0.227815979846567,0.290003082258814,0.0994663751900347,6.46994247878986
"541",2019-03-14,82637,35976494422,70201,2324845949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324845949,0.14995899646912,0.173566799665215,0.0847591753724426,0.253185510326707,0.188875211695021,0.102246835304514,4.64209772472645,0.227835811456594,0.290028327318611,0.0994750338379703,6.46212474659102
"542",2019-03-15,239000,35959254454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324845949,0.150030891405199,0.173650012905243,0.0847998115172491,0.253306895215309,0.188965764256665,0.102295855569131,4.64432328856091,0.227945042923108,0.290167375782156,0.0995227252160649,6.46522288712632
"543",2019-03-19,323085,35959577539,120003,2324965952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324965952,0.150029543426889,0.173648452716879,0.0847990496187792,0.253304619336006,0.188964066461304,0.102294936474448,4.64428156084073,0.227942994911723,0.290164768723536,0.0995218310370484,6.46549851559979
"544",2019-03-20,5488808,35965066347,191433,2325157385,1667170090,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325157385,0.150006646670625,0.173621951361168,0.0847861080132376,0.253265961255756,0.188935227713456,0.102279324734426,4.63552624625998,0.227908207395361,0.290120485232203,0.0995066425144665,6.46504405849359
"545",2019-03-21,113221,35961063462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325157385,0.150023344156685,0.173641277505555,0.0847955456940875,0.253294152705611,0.188956258403769,0.102290709613943,4.63604223429515,0.227933576232012,0.290152779019614,0.0995177187621738,6.46576369315938
"546",2019-03-22,-24400,35960727356,169686,2325211152,1667259059,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325211152,0.150024746345957,0.173642900439224,0.0847963382334429,0.253296520112801,0.188958024478508,0.102291665671391,4.63633297095093,0.227935706607235,0.290155490924993,0.0995186489019357,6.46597364113672
"547",2019-03-25,372484,35958502068,44774,2325255926,1667303833,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325255926,0.150034030611111,0.173653646311283,0.0848015858456365,0.253312195340473,0.188969718125356,0.102297995980025,4.63674440566799,0.227949812383714,0.290173447166075,0.0995248076027281,6.46649830296819
"548",2019-03-26,39064,35958541132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325255926,0.150033867619811,0.173653457660525,0.0848014937203988,0.253311920151678,0.188969512835797,0.102297884847349,4.63673936848412,0.227949564747654,0.290173131932609,0.0995246994827387,6.46649127800884
"549",2019-03-27,3054585,35961595717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325255926,0.150021123713641,0.17363870750174,0.0847942906648744,0.253290403787451,0.188953461728279,0.102289195644927,4.6363455229319,0.227930202666874,0.290148484569818,0.0995162458352265,6.46594201297021
"550",2019-03-29,73250,35958295089,73250,2325096037,1667255236,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325096037,0.150034894219731,0.173654645876417,0.0848020739707657,0.253313653426979,0.188970805851101,0.102298584815977,4.63663594693073,0.227951124482191,0.290175117429078,0.099525380475972,6.46609087345543
"551",2019-03-31,3255372983,36482062047,242583954,2373391628,1713695412,55570881,58085392,65054008,93343084,83225185,108150529,37303078,29822307,36966339,2373391628,0.152323848713397,0.178317793320429,0.0817451243890211,0.255860219413436,0.159216307250309,0.101327438543293,4.69736444664843,0.228126318333598,0.296448509025255,0.102250464767979,6.50564001821594
"552",2019-04-01,287170,36482060079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2373391628,0.152323856930404,0.178317802939661,0.0817451287987064,0.255860233215642,0.159216315839125,0.101327444009333,4.69736470004457,0.228126330639718,0.296448525016969,0.102250470283811,6.50564036915828
"553",2019-04-02,32839,36482053537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2373391628,0.152323884245277,0.178317834915796,0.0817451434573284,0.255860279096767,0.159216344389961,0.101327462179476,4.69736554238093,0.22812637154757,0.296448578176429,0.102250488619472,6.50564153575651
"554",2019-04-03,2560999,36484404122,2468747,2375505924,1715809708,NA,NA,NA,NA,NA,NA,NA,NA,NA,2375505924,0.152314070456453,0.178306346411651,0.0817398768533463,0.255843794756441,0.159206086539795,0.10132093394314,4.70285797258059,0.228111674022971,0.296429478848979,0.102243900915203,6.51101746394585
"555",2019-04-04,912808,36485262710,604672,2376056376,1716360160,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376056376,0.152310486131621,0.178302150424615,0.0817379533129309,0.255837774122471,0.159202340028868,0.101318549612274,4.70425599958631,0.228106305994035,0.296422503134006,0.102241494864654,6.51237294050993
"556",2019-04-05,18918455,36503817124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376056376,0.152233068698627,0.178211521767758,0.0816964069776496,0.255707735119652,0.159121419556452,0.101267050715351,4.70186488763542,0.227990362534668,0.296271835442915,0.102189526846699,6.50906278630742
"557",2019-04-06,467096,36503987688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376056376,0.152232357393293,0.178210689078731,0.081696025253163,0.255706540331441,0.159120676065466,0.101266577547504,4.70184291828539,0.227989297255211,0.296270451119926,0.102189049368606,6.50903237286891
"558",2019-04-08,-60000,36503276202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376056376,0.152235324556855,0.178214162586414,0.0816976175918315,0.255711524312127,0.159123777489368,0.101268551336153,4.70193456198861,0.227993740998623,0.296276225732512,0.102191041137168,6.50915924053364
"559",2019-04-09,537680,36503630774,90663,2374869585,NA,NA,NA,NA,93433747,NA,NA,NA,NA,NA,2374869585,0.152233845844126,0.178212431532524,0.0816968240354907,0.255957407575328,0.159122231866787,0.101267567680773,4.70188889052234,0.227991526419004,0.296273347902234,0.102190048521336,6.50584485609996
"560",2019-04-10,1342490,36503191955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2374869585,0.152235675906113,0.178214573893145,0.0816978061446353,0.255960484538399,0.159124144736728,0.101268785057403,4.70194541374868,0.227994267193393,0.296276909518829,0.102191276987465,6.50592306537923
"561",2019-04-11,-26415,36502876293,-26415,2372897815,1713174677,NA,NA,NA,NA,NA,NA,NA,NA,NA,2372897815,0.152236992378205,0.178216115020161,0.0816985126339726,0.255962697980371,0.159125520777492,0.101269660788591,4.69325941125502,0.227996238794913,0.296279471600816,0.102192160695987,6.50057764202828
"562",2019-04-12,888946,36503737954,119196,2372989726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2372989726,0.152233398864597,0.178211908276291,0.0816965841623683,0.255956656049142,0.159121764662008,0.101267270345253,4.69314862811816,0.227990857004496,0.296272478002897,0.102189748477285,6.5006759828002
"563",2019-04-17,26415,36481768637,26415,2372115924,1712273590,NA,NA,NA,NA,NA,NA,NA,NA,NA,2372115924,0.152325073800396,0.178319227467557,0.0817457818362295,0.256110793118837,0.159217587770922,0.101328253484149,4.69350487646973,0.228128153073129,0.296450893256072,0.102251287132409,6.50219551470481
"564",2019-04-18,347544,36478898543,209244,2369513771,1709569119,NA,NA,65156326,NA,NA,NA,NA,NA,NA,2369513771,0.152337058462703,0.178613742745538,0.0817522134470331,0.256130943454512,0.159230114723807,0.101336225808533,4.68646035730718,0.228146101785111,0.296474217478129,0.102259332079417,6.4955737855048
"565",2019-04-23,50106,36478545586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2369513771,0.152338532436796,0.178615470966052,0.0817530044603681,0.256133421711469,0.159231655393335,0.101337206311721,4.68650570228905,0.228148309267957,0.296477086086203,0.102260321514344,6.49563663500167
"566",2019-04-25,81586,36478002143,81586,2369014585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2369014585,0.152340801950043,0.178618131948609,0.0817542224025632,0.256137237543119,0.159234027599141,0.101338716015986,4.6865755210447,0.228151708182216,0.296481502950823,0.10226184497102,6.49436494825856
"567",2019-04-26,559042,36478369446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2369014585,0.152339268020911,0.178616333431385,0.0817533992141475,0.256134658481138,0.159232424261686,0.10133769563007,4.68652833162054,0.228149410908294,0.296478517659893,0.102260815290061,6.49429955608877
"568",2019-04-29,3680032,36480922947,82267,2368934806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2368934806,0.152328604955347,0.178603831089087,0.0817476768428427,0.256116730203734,0.159221278706099,0.101330602445846,4.68620029565504,0.228133441472714,0.296457765493276,0.1022536574916,6.49362629734347
"569",2019-04-30,3280407965,36647347481,195095088,2378995869,1723606983,55585784,57173601,65072359,93796099,80614163,110991391,37537268,30121352,36483405,2378995869,0.151677509617357,0.177563625945199,0.0821924479407863,0.25594239541792,0.156010202456377,0.0995526484390583,4.70322438450317,0.219972708916504,0.302863368372142,0.102428335418986,6.49159088589809
"570",2019-05-01,29615,36647407460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2378995869,0.151677261374276,0.17756333533559,0.0821923134204703,0.255941976529654,0.156009947122191,0.0995524855061603,4.70321668696834,0.219972348898047,0.30286287269064,0.102428167779593,6.49158026143222
"571",2019-05-02,3574197,36650944131,3148987,2381993273,1726053888,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381993273,0.151662625119075,0.17754620117674,0.0821843821876415,0.255917279142246,0.15599489277997,0.0995428790854577,4.70943908519965,0.219951122437294,0.302833647622522,0.102418283866937,6.49913209462255
"572",2019-05-03,1608047,36652341106,55864,2382049137,1726109752,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382049137,0.151656844618039,0.17753943414367,0.0821812497948982,0.255907525057507,0.155988947157977,0.0995390850873306,4.70941200456479,0.219942739174179,0.302822105357496,0.10241438027503,6.49903680125376
"573",2019-05-06,16616513,36655303068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382049137,0.151644589861613,0.177525087923248,0.0821746090712202,0.255886846238856,0.155976342342433,0.0995310417494541,4.70903145664315,0.219924966519718,0.302797635567486,0.102406104596554,6.49851164122422
"574",2019-05-07,174024,36652892263,174024,2382055651,NA,NA,NA,NA,93886762,NA,NA,NA,NA,NA,2382055651,0.151654564123203,0.177536764447068,0.0821800140187207,0.256151032574245,0.155986601520435,0.0995375882978515,4.70934118817809,0.219939431850451,0.302817551759872,0.102412840249152,6.49895684604572
"575",2019-05-08,2495062,36655254638,31182,2381954146,1726136344,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381954146,0.151644790218904,0.177525322474613,0.0821747176427295,0.256134524032658,0.155976548422962,0.0995311732527924,4.70911022456938,0.219925257091049,0.302798035632623,0.10240623989851,6.49826108022903
"576",2019-05-09,851455,36655391643,779574,2382210031,1725926108,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382210031,0.151644223423855,0.17752465894721,0.0821744105024512,0.256133566691626,0.15597596543732,0.0995308012401694,4.70851907629146,0.219924435087559,0.302796903879748,0.102405857139896,6.4989348748506
"577",2019-05-10,106926,36655374470,106926,2382192858,1726033034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382192858,0.151644294468996,0.177524742117305,0.0821744490010662,0.256133686689902,0.155976038511877,0.0995308478702332,4.70881298842723,0.219924538121899,0.302797045739743,0.10240590511692,6.49889106971112
"578",2019-05-13,175510,36649711103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382192858,0.151667727594857,0.177552174469046,0.0821871471656277,0.256173266239784,0.156000141008806,0.0995462280656657,4.70954062679832,0.219958522383554,0.302843836034808,0.102421729586096,6.49989532333586
"579",2019-05-14,852054,36650048500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382192858,0.151666331355605,0.17755053993994,0.0821863905582553,0.256170907932086,0.155998704885752,0.0995453116521797,4.70949727119734,0.219956497465481,0.302841048082106,0.102420786701005,6.49983548589301
"580",2019-05-15,4584376,36653364121,118044,2380041088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380041088,0.151652611794378,0.17753447892309,0.0821789560722543,0.256147735007519,0.155984593423017,0.0995363068982183,4.70907125551156,0.219936600454672,0.302813653430543,0.102411521834891,6.49337692481109
"581",2019-05-16,77721,36653388504,77721,2380118809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380118809,0.151652510910237,0.177534360821507,0.0821789014041985,0.256147564609897,0.155984489657104,0.0995362406835007,4.70906812288757,0.219936454145849,0.302813451989268,0.102411453707489,6.49358464836138
"582",2019-05-17,162421,36653276812,62318,2379961614,1724429667,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379961614,0.151652973034601,0.177534901814552,0.0821791518245335,0.256148345157675,0.155984964982126,0.0995365439961308,4.70470805610328,0.219937124349023,0.302814374740057,0.102411765781636,6.49317556574047
"583",2019-05-20,236998,36652086237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379961614,0.151657899199982,0.177540668706356,0.0821818212617669,0.256156665661291,0.155990031864226,0.0995397772560359,4.70486087981317,0.219944268598333,0.302824211103037,0.102415092437784,6.49338648449825
"584",2019-05-21,172374,36652084226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379961614,0.151657907521038,0.177540678447529,0.0821818257708595,0.256156679715909,0.155990040422974,0.0995397827175123,4.70486113795607,0.219944280666076,0.302824227718176,0.102415098057021,6.49338684077267
"585",2019-05-22,49916,36652056013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379961614,0.151658024260043,0.177540815109853,0.082181889030499,0.256156876893071,0.155990160496648,0.099539859338477,4.70486475953318,0.219944449968665,0.302824460817786,0.102415176891266,6.49339183907134
"586",2019-05-23,777147,36652833160,668475,2379824238,NA,NA,NA,NA,NA,NA,NA,NA,30185194,NA,2379824238,0.151654808667456,0.177537050726586,0.0823543267944202,0.256151445619927,0.155986853050134,0.099537748803045,4.70476500267353,0.219939786504624,0.302818040055706,0.102413005390713,6.49287935699648
"587",2019-05-24,370984,36653115098,244101,2380068339,1724454542,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380068339,0.151653642129405,0.177535685100748,0.0823536933199085,0.256149475287362,0.155985653189733,0.0995369831526018,4.70479667932534,0.219938094714353,0.302815710760847,0.102412217623621,6.49349538950884
"588",2019-05-28,219169,36653334267,92798,2380161137,1724547340,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380161137,0.151652735314848,0.177534623524241,0.0823532008851281,0.256147943638865,0.15598472047187,0.099536387970158,4.70502172445648,0.219936779592189,0.302813900071101,0.102411605248682,6.49370973909712
"589",2019-05-29,7002116,36657358987,-23770,2380060112,1724417778,NA,NA,NA,93915299,NA,NA,NA,NA,NA,2380060112,0.151636084911935,0.177515131472174,0.0823441590833228,0.256197668340771,0.155967594447477,0.0995254595753565,4.70415170555942,0.219912632081838,0.302780653236261,0.102400361175261,6.49272118278912
"590",2019-05-31,3310220180,36718130919,192933369,2387780833,1726843447,58021936,58508677,68935155,91141616,77365162,111698758,37743247,30118178,36475300,2387780833,0.158019851631326,0.187741459803797,0.0820253570816024,0.248219649853795,0.159345466491935,0.0993386620916634,4.70297208430736,0.210700163825515,0.304206001788073,0.102791852568044,6.50300212248666
"591",2019-06-01,604672,36718735591,604672,2388385505,1727448119,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388385505,0.158017249412645,0.187738368139497,0.0820240063151362,0.248215562254653,0.159342842443466,0.0993370262154134,4.70454140426178,0.210696694084866,0.304200992224193,0.102790159825795,6.50454180014142
"592",2019-06-04,1632674,36720330149,77155,2388424544,1727668719,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388424544,0.15801038760971,0.18773021571506,0.0820204444725566,0.24820478364485,0.15933592307746,0.099332712565476,4.70493786953887,0.21068754470909,0.304187782481149,0.102785696225631,6.50436565877402
"593",2019-06-05,16450308,36736626919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388424544,0.157940292471412,0.187646936535556,0.0819840593051918,0.248094677284762,0.159265239917113,0.0992886474864004,4.70285070757669,0.210594081407042,0.304052841449714,0.102740099365191,6.5014802509392
"594",2019-06-06,245483,36719691440,NA,NA,1727652137,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388424544,0.158013136071167,0.18773348112862,0.0820218711511046,0.248209100964058,0.159338694595523,0.099334440376768,4.70497454975346,0.210691209446612,0.304193073578834,0.10278748409875,6.50447879689481
"595",2019-06-07,2297664,36723204249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388424544,0.157998021105634,0.187715523222288,0.0820140252353392,0.248185358178492,0.159323452831852,0.0993249384031984,4.70452448889191,0.210671055486959,0.304163975568776,0.102777651819497,6.50385660196043
"596",2019-06-10,292069,36722613930,151849,2387523344,1727055702,NA,NA,NA,91018509,NA,NA,NA,NA,NA,2387523344,0.158000560936649,0.187718540764563,0.0820153436174526,0.247854112927522,0.159326013969289,0.0993265350596463,4.7029759517993,0.210674442041278,0.304168865029375,0.102779303978593,6.50150707831162
"597",2019-06-12,1004040,36717606526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2387523344,0.158022108437036,0.187744141087155,0.0820265285502014,0.247887914304951,0.159347742229793,0.0993400808251801,4.70361732532065,0.210703173000171,0.3042103463931,0.102793320619289,6.50239372849474
"598",2019-06-13,98924,36719542078,98924,2387503118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2387503118,0.158013778812245,0.187734244761461,0.0820222047868208,0.247874847694608,0.159339342728499,0.0993348444338408,4.70336938933327,0.210692066463302,0.304194310927757,0.102787902201573,6.50199589343583
"599",2019-06-15,34944,36716600839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2387503118,0.158026436745663,0.187749283497882,0.0820287752999422,0.247894704085246,0.159352106848226,0.09934280180222,4.70374615987202,0.210708944270853,0.30421867887442,0.102796136182382,6.50251674567875
"600",2019-06-17,33807,36716634646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2387503118,0.158026291242139,0.187749110626918,0.0820286997715929,0.247894475835126,0.159351960124085,0.0993427103319059,4.70374182887742,0.210708750259682,0.304218398763757,0.102796041532395,6.50251075845836
"601",2019-06-19,384414,36716470077,152013,2385728430,1725416484,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385728430,0.158026999540858,0.187749952147994,0.0820290674371409,0.247895586937198,0.159352674364661,0.0993431556015755,4.69929838130283,0.210709694689477,0.30421976231852,0.102796502280439,6.49770641076543
"602",2019-06-20,6122,36715064263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385728430,0.15803305036966,0.187757141063948,0.0820322083171509,0.24790507881999,0.159358775953343,0.0993469594352811,4.69947831669413,0.210717762730339,0.304231410845073,0.102800438342242,6.49795520691555
"603",2019-06-21,54019,36715129236,54019,2385782449,1725470503,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385782449,0.158032770706165,0.187756808799157,0.0820320631486936,0.247904640114284,0.159358493943774,0.0993467836257407,4.69961713033584,0.21071738983324,0.304230872461364,0.102800256421246,6.49809083787914
"604",2019-06-24,186050,36715223184,157998,2385940447,1725628501,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385940447,0.158032366327233,0.187756328361477,0.082031853242622,0.247904005768552,0.159358086172542,0.0993465294142497,4.70003543857526,0.210716850643345,0.304230093986401,0.102799993372907,6.49850454413079
"605",2019-06-25,305327,36715528511,213181,2386153628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2386153628,0.158031052127213,0.18775476697645,0.0820311710642449,0.24790194419435,0.159356760947812,0.099345703246712,4.69999635299544,0.210715098318199,0.30422756400343,0.1027991384863,6.49903113143287
"606",2019-06-27,4245408,36713340846,176973,2384035989,1723510862,NA,NA,NA,NA,NA,NA,NA,NA,NA,2384035989,0.158040468840421,0.187765954858643,0.0820360591163183,0.247916716110887,0.159366256657012,0.0993516230326232,4.6945083783836,0.210727654354641,0.304245692236341,0.102805264054612,6.49365035723723
"607",2019-06-28,41039,36713381885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2384035989,0.158040292179419,0.18776574496986,0.0820359674146647,0.247916438984303,0.159366078514017,0.0993515119752635,4.69450313076218,0.210727418798782,0.304245352144028,0.102805149136699,6.49364309849659
"608",2019-06-30,3704371465,37577920385,219171296,2435174897,1764006510,61364546,57419314,69900038,91605067,78490693,114713935,37478966,31134097,36810932,2435174897,0.163299473124902,0.186013587989563,0.0828521021946383,0.243773647028551,0.152800669679741,0.0979589387141653,4.69426325865584,0.208874499162895,0.305269514184692,0.0997366688098059,6.48033438798825
"609",2019-07-01,3256273,37564137676,3092701,2438267598,1767099211,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438267598,0.16335938955736,0.186081838488894,0.082882501572482,0.243863090349941,0.152856733981905,0.0979948809620054,4.70421875843835,0.208951137590331,0.305381521038593,0.0997732633270205,6.49094521756539
"610",2019-07-02,1236356,37565232058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438267598,0.163354630433946,0.186076417395947,0.0828800869695935,0.243855985924867,0.152852280830705,0.0979920260925438,4.7040817111728,0.208945050249688,0.305372624406749,0.0997703566482251,6.49075611787879
"611",2019-07-03,1020570,37566252628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438267598,0.163350192545588,0.186071362220197,0.0828778353494706,0.243849361039866,0.152848128261807,0.0979893639233075,4.70395391443141,0.208939373797154,0.305364328286761,0.0997676461667222,6.49057978219163
"612",2019-07-04,17275367,37580260302,141926,2438409524,1767241137,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438409524,0.163289305361023,0.186002005942146,0.0828469434479757,0.243758468578582,0.152791155618856,0.0979528393475256,4.70257822271111,0.208861493691737,0.305250506723858,0.0997304587536489,6.48853814317574
"613",2019-07-05,2297664,37582557966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438409524,0.163279322433335,0.185990634440681,0.0828418784803478,0.243743566052297,0.152781814510725,0.0979468508591191,4.70229072379474,0.208848724642449,0.305231844792946,0.0997243615879108,6.48814145701835
"614",2019-07-08,378580,37582936546,151280,2438560804,1767392417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438560804,0.16327767768996,0.185988760921982,0.0828410439984995,0.243741110777438,0.152780275510726,0.0979458642220384,4.70264587983108,0.208846620869901,0.305228770135071,0.0997233570456296,6.48847862384383
"615",2019-07-10,115745,37582828379,115745,2438452637,NA,NA,NA,NA,91695730,NA,NA,NA,NA,NA,2438452637,0.163278147618843,0.18598929621555,0.0828412824230032,0.243983047458015,0.152780715227074,0.0979461461196696,4.70265941449888,0.208847221950591,0.305229648612871,0.0997236440590564,6.48820948867841
"616",2019-07-11,128293,37582812241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438452637,0.163278217730221,0.185989376079059,0.0828413179949186,0.243983152223949,0.152780780830871,0.0979461881775895,4.70266143381338,0.208847311629257,0.305229779677998,0.0997236868802311,6.48821227470528
"617",2019-07-12,1283699,37584095940,262661,2438715298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438715298,0.163272640900991,0.185983023541633,0.0828384885183964,0.243974818887183,0.152775562545565,0.0979428427885181,4.70250081263495,0.208840178370405,0.305219354439526,0.0997202807800197,6.48868952945739
"618",2019-07-15,232853,37584289729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438715298,0.16327179904813,0.18598206459138,0.082838061393447,0.24397356092444,0.152774774816871,0.0979423377837488,4.70247656598997,0.208839101565984,0.305217780692785,0.0997197666105721,6.48865607301417
"619",2019-07-16,95553,37584385282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438715298,0.163271383952603,0.185981591758205,0.0828378507893564,0.243972940656063,0.152774386408548,0.0979420887791654,4.70246461060637,0.208838570622016,0.305217004719614,0.0997195130871264,6.48863957652104
"620",2019-07-17,73254,37584484894,73254,2438871600,1767505350,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438871600,0.163270951226463,0.185981098842089,0.0828376312401457,0.243972294042637,0.152773981503113,0.0979418291984534,4.7027526251455,0.20883801712693,0.305216195788047,0.0997192487956198,6.48903824777267
"621",2019-07-18,684999,37585038976,604672,2439476272,1768110022,NA,NA,NA,NA,NA,NA,NA,NA,NA,2439476272,0.163268544271524,0.185978357092126,0.0828364100403906,0.243968697381297,0.152771729295439,0.0979403853312636,4.70429210710419,0.208834938418237,0.30521169626364,0.0997177787255516,6.49055139614923
"622",2019-07-22,-833613,37584026959,-1040740,2438435532,1767069282,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438435532,0.163272940568455,0.185983364891296,0.0828386405585645,0.243975266673871,0.152775842946894,0.0979430225509274,4.70164967667695,0.20884056167165,0.305219914633257,0.0997204638047046,6.48795706394119
"623",2019-07-23,185079,37584248189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438435532,0.163271979504328,0.185982270148104,0.0828381529502357,0.243973830576281,0.15277494367123,0.0979424460345429,4.70162200162668,0.208839332385455,0.305218118034815,0.0997198768258698,6.48791887425241
"624",2019-07-24,2591783,37583658765,2591783,2441102594,1769632590,NA,NA,NA,NA,NA,NA,NA,NA,NA,2441102594,0.163274540096522,0.185985186905472,0.0828394520998414,0.243977656814488,0.152777339638556,0.0979439820645679,4.70851600975044,0.208842607609813,0.305222904766334,0.0997214407313173,6.49511695831299
"625",2019-07-25,1456926,37584833603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2441102594,0.163269436411984,0.185979373324725,0.0828368626794051,0.243970030487725,0.152772564078658,0.0979409205022043,4.70836882954498,0.208836079544955,0.305213364017244,0.0997183236086176,6.4949139319993
