"","date","amount.x","cum_rolling_365_all","amount.y","cum_rolling_365_private","cum_rolling_365_health","cum_rolling_365_pubad","cum_rolling_365_realestate","cum_rolling_365_computing","cum_rolling_365_management","cum_rolling_365_bussup","cum_rolling_365_residential","cum_rolling_365_socialwork","cum_rolling_365_legal","cum_rolling_365_transport","cum_rolling_365_private2","cum_rolling_365_pubad2","cum_rolling_365_computing2","cum_rolling_365_legal2","cum_rolling_365_management2","cum_rolling_365_realestate2","cum_rolling_365_transport2","cum_rolling_365_health2","cum_rolling_365_bussup2","cum_rolling_365_residential2","cum_rolling_365_socialwork2","Rolling_Percent"
"249",2015-06-30,2260340828,25459031480,118940468,1260699013,931752547,35636425,65738348,19853265,91168651,15458980,80770692,21800017,23315223,25650764,1260699013,0.139975572236497,0.077981226487725,0.0915793792796709,0.358099447230033,0.258212289228844,0.100753102175747,3.6598114414995,0.0607210058722941,0.317257520434159,0.0856278331606038,4.95187342059879
"250",2015-07-31,2407195737,25856100079,133998874,1304831075,957484626,49053836,66517647,20189168,85740695,15704681,80354798,22143133,23679113,25474730,1304831075,0.189718619011074,0.0780828042060271,0.0915803734037674,0.331607221267052,0.2572609434399,0.0985250286089752,3.70312855795935,0.0607387848593421,0.310776945302989,0.0856398796892977,5.046511542782
"251",2015-08-31,2031035084,25960148836,105783015,1329766995,971822947,49963638,60781975,36014225,87048999,16250802,81606953,24679964,23994910,26474364,1329766995,0.192462833382193,0.138728884905535,0.0924297859445447,0.335317796326674,0.234135695384424,0.101980786655918,3.74351839482651,0.0625990324734362,0.314354719287404,0.0950686537119359,5.12233964219788
"252",2015-09-11,586301,25949676204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329766995,0.192540506506584,0.138784872369423,0.0924670882648675,0.335453122095535,0.234230186620328,0.102021943518197,3.74502918402581,0.0626242958572833,0.314481584889374,0.0951070210124461,5.12440688872651
"253",2015-09-29,545984,25949834289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329766995,0.192539333560135,0.138784026899417,0.0924665249603205,0.33545107853309,0.234228759702582,0.102021322005984,3.74500636950869,0.0626239143534286,0.31447966908441,0.0951064416255703,5.12437567111433
"254",2015-09-30,2335171711,26412123688,110624105,1333655687,977149966,51733339,55294704,37184810,90900877,16728380,80685761,25933400,24103428,26759714,1333655687,0.195869668077862,0.140786899377177,0.0912589547312739,0.344163453396592,0.209353494831324,0.101316025610458,3.69962664700058,0.0633359899325336,0.305487593323132,0.0981874850593044,5.04940724477195
"255",2015-10-01,54645165,26466768853,3169996,1336825683,979675849,51940927,55324374,NA,90925581,NA,80868259,NA,NA,NA,1336825683,0.196249596195467,0.140496220776059,0.091070535031585,0.343546208851609,0.209033351623989,0.101106841370124,3.70153173755834,0.0632052219631028,0.30554639838793,0.0979847602253135,5.05095914966013
"256",2015-10-31,2229659634,26562132144,109168908,1335374046,988553553,48297657,53801219,37627933,83303214,16994483,79852901,25616346,24412515,25846081,1335374046,0.181828991506278,0.14166006251309,0.0919072116186066,0.313616442943632,0.202548570680735,0.0973042407133655,3.72166491620779,0.0639801161588559,0.300626849407635,0.0964393440297915,5.02736014850239
"257",2015-11-30,2315796129,26928011564,102154087,1346488752,997336261,47527786,56033355,37902646,80358710,18289693,80678009,26513311,24642179,25749102,1346488752,0.176499426580534,0.140755457973258,0.0915113206240006,0.298420512071643,0.208085750657174,0.0956219954778388,3.70371298537816,0.0679206964707764,0.299606262453698,0.0984599658871418,5.00032744266984
"258",2015-12-31,2272508060,27159176844,122596586,1366493466,1021222691,49260774,53101469,38889300,77551018,19966896,79992750,26598531,25106547,26177205,1366493466,0.181378008188355,0.14319027496075,0.0924422236513642,0.285542593744451,0.195519434572742,0.0963843828933389,3.76013859648919,0.0735180455383024,0.2945330429544,0.0979357038424975,5.03142445681996
"259",2016-01-30,37092883,27196269727,3937684,1370431150,1024580911,NA,NA,NA,NA,20102195,80052283,26687786,NA,NA,1370431150,0.181130627451804,0.142994978320102,0.0923161420739795,0.285153143348217,0.195252766401569,0.0962529246208046,3.76735824907198,0.0739152655926297,0.294350231864797,0.0981303181204473,5.03904088228489
"260",2016-01-31,1989498392,27029949629,99931240,1377424976,1031665320,48155603,51172011,39331161,74963188,20556646,80770511,26783219,25669253,25876285,1377424976,0.178156465923764,0.145509560838405,0.0949659668342847,0.277333805755869,0.189315968776717,0.0957319024088663,3.81674895499303,0.076051366288693,0.298818577572718,0.0990871953799896,5.09592135725693
"261",2016-02-29,2112404813,27059634437,100569989,1385280345,1041820302,47058190,50873714,40003588,70841336,20969187,80496010,26687397,25562211,24827199,1385280345,0.173905490517843,0.147834916591856,0.094466209658204,0.261797091771259,0.188005917516897,0.0917499423645299,3.85009008316634,0.0774924992014222,0.297476339480528,0.0986243811317309,5.11936089981259
"262",2016-03-01,14061882,27073696319,4125178,1389405523,1045311815,NA,50904373,40088349,70861406,NA,80870263,NA,NA,NA,1389405523,0.173815165264209,0.14807120729897,0.0944171445923353,0.261735247249081,0.188021511359998,0.0917022881082424,3.86098670341668,0.0774522501579663,0.298704181531527,0.0985731563416817,5.13193878896001
"263",2016-03-31,2187289717,27089339956,130619277,1371655853,1045658056,42669753,44657462,40203924,70340967,22587427,80243473,27679603,25911887,24699647,1371655853,0.157514923100033,0.148412342512964,0.0956534453851128,0.25966290472286,0.164852528974627,0.091178474780554,3.86003519354261,0.0833812379212183,0.296217896524374,0.102178949523904,5.06345246959844
"264",2016-04-01,52219335,27141559291,5192409,1376848262,1053380431,NA,44960924,NA,70388336,22705201,80633638,NA,NA,NA,1376848262,0.157211870336975,0.148126802771171,0.0954694117688082,0.259337848814531,0.165653430290974,0.0910030508386829,3.88106084733789,0.0836547405274867,0.297085503214761,0.10198236108409,5.07284142092955
"265",2016-04-12,1819906,27129498588,85018,1376879524,1054335224,NA,NA,NA,NA,22761064,NA,NA,NA,NA,1376879524,0.157281760522009,0.148192654094179,0.0955118536966305,0.259453140173901,0.16572707325998,0.0910435071989322,3.88630560413806,0.0838978425132698,0.297217575689608,0.102027698411807,5.07521183826459
"266",2016-04-15,7838378,27137204918,NA,NA,1054657146,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376879524,0.157237096189289,0.148150570854602,0.0954847305693327,0.259379461564635,0.165680010656431,0.0910176529772851,3.88638825990679,0.0838740174928726,0.297133172865994,0.101998724937365,5.07377059708431
"267",2016-04-19,76205,27136971393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376879524,0.15723844928033,0.148151845752288,0.0954855522554149,0.259381693633493,0.165681436402287,0.0910184362222945,3.88642170390484,0.0838747392639078,0.297135729821344,0.101999602679096,5.07381425900448
"268",2016-04-22,1659163,27137855321,294822,1377077699,1054986596,NA,NA,NA,NA,NA,NA,27713203,NA,NA,1377077699,0.15723332774562,0.148147020184344,0.0954824421219045,0.259373245112452,0.165676039864536,0.0910154715906631,3.88750910313691,0.0838720073151355,0.297126051584495,0.102120092660951,5.07437924888037
"269",2016-04-26,1787560,27139536514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377077699,0.157223587727774,0.148137843029341,0.0954765273409636,0.25935717790792,0.165665776852183,0.0910098335218754,3.88726828645649,0.0838668117572997,0.297107645734499,0.102113766702331,5.07406491002391
"270",2016-04-27,2120473,27141585603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377077699,0.157211717930303,0.148126659171881,0.0954693192174297,0.259337597403373,0.165653269700759,0.0910029626171505,3.88697481212516,0.0838604801242127,0.297085215209709,0.102106057491854,5.0736818369513
"271",2016-04-29,688688,24770740975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377077699,0.172258686339115,0.162304083033188,0.104606830397814,0.284159186320021,0.181508191641813,0.0997129921342613,4.25900297881582,0.0918868919705378,0.325519685024279,0.111878780808252,5.55929150601439
"272",2016-04-30,2522902145,27278012710,113925083,1381785892,1058512129,40698764,45340434,39654361,68945205,24247337,78660776,26550791,25785645,24321574,1381785892,0.149199886489825,0.145371150829704,0.0945290453308833,0.252750102190271,0.166216045435665,0.0891618251614195,3.88045910914894,0.0888896755705046,0.288366959999118,0.0973340370585963,5.06556656707416
"273",2016-05-01,36233944,27314221469,976635,1382762527,1059196237,NA,NA,NA,69004465,24281597,78859783,NA,NA,NA,1382762527,0.149002101510346,0.145178441366177,0.0944037340740799,0.252632003728592,0.165995703196076,0.0890436288934815,3.87781961203662,0.0888972692396089,0.288713273740938,0.0972050073992903,5.06242701652453
"274",2016-05-03,17365834,27331587303,25011,1382787538,1059221248,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382787538,0.148907429154445,0.145086198472079,0.0943437522092604,0.252471487422269,0.165890233513892,0.0889870527107307,3.87544724811404,0.0888407860502664,0.28852983226241,0.0971432456726935,5.05930198151434
"275",2016-05-10,1068361,27307243141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382787538,0.149040178790123,0.145215541514924,0.0944278588170059,0.252696563485731,0.166038123167125,0.0890663838689845,3.87890217452838,0.088919986813106,0.288787054016439,0.097229848003718,5.0638123037907
"276",2016-05-13,21522463,27328765604,321636,1383109174,1059783866,NA,NA,NA,NA,24344052,NA,NA,NA,NA,1383109174,0.148922803868035,0.145101178643048,0.0943534932153169,0.252497555139849,0.165907361704488,0.0889962406367895,3.87790609117334,0.0890784909671766,0.288559623009309,0.0971532757268549,5.06100126892508
"277",2016-05-17,859606,27329586245,NA,NA,1059868866,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383109174,0.148918332078466,0.14509682160759,0.0943506600094157,0.252489973252429,0.16590237990996,0.0889935682961526,3.87810066533263,0.0890758161567623,0.288550958265706,0.0971503584502949,5.06084929936706
"278",2016-05-20,489124,27330049178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383109174,0.148915809609159,0.145094363869351,0.0943490618405356,0.252485696423652,0.165899569754517,0.088992060868951,3.87803497570421,0.0890743073363964,0.288546070614026,0.0971487128584193,5.06076357562272
"279",2016-05-25,8871100,27338920278,101617,1383184600,1059902457,NA,NA,NA,NA,NA,NA,26591367,NA,NA,1383184600,0.148867488496796,0.145047282763067,0.0943184468801062,0.252403768321197,0.165845737647825,0.0889631841809492,3.87689947599327,0.089045403960558,0.288452441420884,0.0972656078938071,5.05939732050452
"280",2016-05-26,2136325,27340950520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383184600,0.148856434125173,0.14503651206637,0.0943114431268134,0.252385025712705,0.165833422531646,0.0889565780904679,3.87661159119058,0.0890387917647276,0.288431021965801,0.0972583852947919,5.05902162760653
"281",2016-05-27,131306,27340805324,131306,1383280166,NA,NA,NA,NA,69135771,NA,NA,NA,NA,NA,1383280166,0.148857224641713,0.145037282296842,0.0943119439768847,0.252866622547186,0.16583430320613,0.0889570505030088,3.87663217831264,0.0890392646138721,0.288432553706734,0.0972589017948855,5.05939803018803
"282",2016-05-31,2403613625,27343961228,132528015,1399292218,1076609149,39422604,48868420,39345574,68277325,24239833,77094647,26946859,26220927,24596852,1399292218,0.144172980905311,0.14389127336719,0.0958929351214482,0.249698002534046,0.178717412566981,0.0899535067172821,3.93728304404397,0.0886478473176688,0.281943959608368,0.0985477516418017,5.11737200887754
"283",2016-06-01,9130459,27353091687,234535,1399526753,1076660460,NA,NA,NA,NA,24274093,77207695,NA,NA,NA,1399526753,0.144124855980124,0.143843242475949,0.0958609260702399,0.249614653368233,0.1786577567143,0.0899234802466225,3.93615636696637,0.088743507599679,0.282263138234916,0.0985148564131306,5.11652126573007
"284",2016-06-03,131306,27353185186,131306,1399658059,NA,NA,NA,NA,68408631,NA,NA,NA,NA,NA,1399658059,0.144124363330737,0.143842750789177,0.0958605983972224,0.250093839290837,0.17865714602412,0.0899231728690567,3.93614291234741,0.0887432042555104,0.282262173399523,0.0985145196684152,5.11698381553157
"285",2016-06-07,44141,27342175040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399658059,0.144182399323854,0.143900673382566,0.0958991995393209,0.250194547068484,0.178729087676852,0.0899593831288705,3.9377279182249,0.088778939365608,0.282375834720719,0.0985541894914297,5.11904432237882
"286",2016-06-30,2321171277,27401372216,118077917,1398704249,1066653253,40959902,51687228,40621839,64232043,25952765,77333578,26998106,26282236,23834173,1398704249,0.149481207280864,0.14824746249854,0.0959157657975007,0.234411775051521,0.188630071488972,0.0869816767281564,3.89270013410923,0.09471337710907,0.282225201681119,0.0985282991931166,5.10450439479553
"287",2016-07-01,62964707,27464336923,4903342,1403607591,1070758894,40936877,NA,NA,64255026,25987025,77697650,NA,26413713,NA,1403607591,0.149054670843764,0.147907590537827,0.0961745884273647,0.233958045956644,0.188197618405688,0.0867822626368965,3.89872472436534,0.0946209809210328,0.282903789805069,0.0983024133285754,5.1106553015833
"288",2016-07-31,2502408663,27559549849,107907101,1377515818,1053774936,29775684,52648522,40627329,65000075,27391111,77267755,27324658,26174899,23088495,1377515818,0.108041256708264,0.147416518856799,0.0949757856837773,0.235853181043008,0.191035493280781,0.0837767493536828,3.82362898441259,0.0993888185767805,0.280366535097102,0.0991476934482349,4.99832481135385
"289",2016-08-31,2394876005,27923390770,129953134,1401685937,1071369839,31181060,54122994,25181747,61469426,28306233,78234326,25604561,26298105,23773145,1401685937,0.111666452891889,0.0901815514004641,0.0941794827734669,0.220135965958836,0.193826725578571,0.08513702793409,3.83681855769123,0.101371044917694,0.280174877916519,0.0916957442987501,5.01975547506188
"290",2016-09-30,2322043635,27854485244,133040566,1420932402,1079820324,29854984,54763050,24834729,62505353,29356898,78794531,24969406,26838507,23537388,1420932402,0.107181962755642,0.0891588151152408,0.0963525506391512,0.224399598314113,0.196604064014417,0.0845012492380202,3.87664792417084,0.105393791135751,0.282879149658573,0.0896423171394939,5.10126965030192
"291",2016-10-31,2270817034,27895642644,120556018,1432319512,1080492224,32354078,53207346,24381235,61336885,30526455,80385971,25623064,26672760,24205532,1432319512,0.115982551156458,0.0874015892415517,0.0956162234381683,0.219879806257816,0.190737122205873,0.086771731015153,3.87333691425962,0.109430907864623,0.288166765060313,0.0918532844967857,5.13456359575238
"292",2016-11-01,30528747,27926171391,3575358,1435894870,1084173393,NA,NA,NA,61363463,NA,80514092,NA,NA,NA,1435894870,0.115855759627784,0.0873060422735124,0.0955116962742557,0.219734607156984,0.190528609364431,0.0866768726048889,3.88228439129828,0.109311278558714,0.288310527328311,0.0917528709583791,5.1417534107907
"293",2016-11-24,1396020,27927567411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435894870,0.115849968326481,0.0873016780917224,0.0955069219150617,0.219723623246292,0.190519085378854,0.0866725398735087,3.88209032689675,0.109305814397484,0.288296115501587,0.0917482844922171,5.14149638909988
"294",2016-11-30,2280813449,27892584731,122090854,1455831637,1088329114,33460135,54811286,25760820,62622025,31070920,81351512,25031892,27018287,25159147,1455831637,0.119960682463437,0.0923572349011071,0.0968654832837048,0.224511373198058,0.196508450287443,0.0902001275343907,3.90185823399301,0.111394911226953,0.291659997754118,0.0897438951657262,5.21942176044366
"295",2016-12-31,2153063772,27773140443,131433755,1464668806,1082339096,32977708,55086479,26279980,67076216,31348368,81499490,25155501,28696972,23944381,1464668806,0.118739571665227,0.0946237248680448,0.103326348919367,0.241514697042142,0.198344436823975,0.0862141645419684,3.89707133848018,0.112872968270684,0.293447153256813,0.0905749245449131,5.27368811246248
"296",2017-01-01,3809603,27776950046,2194240,1466863046,1084555972,NA,NA,26350048,NA,NA,81530936,NA,NA,NA,1466863046,0.118723286557334,0.0948629995602938,0.103312177731811,0.241481573350992,0.198317233925158,0.0862023402869895,3.90451784736597,0.112857487766243,0.293520116013388,0.0905625022125944,5.28086432661182
"297",2017-01-05,728493,27777678539,477066,1467340112,1084989321,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467340112,0.118720172939215,0.0948605116982846,0.103309468282993,0.241475240293478,0.198312032888775,0.0862000795580594,3.90597551007248,0.112854527983635,0.293512418201291,0.090560127134748,5.28244327523572
"298",2017-01-31,2309385701,28060472965,149722016,1513193204,1117210701,37446227,54997658,27933219,75421155,32063517,81894464,26081083,26853153,24699649,1513193204,0.133448310178901,0.0995465009974753,0.0956974354405719,0.268780768927428,0.195996903076434,0.088022924741176,3.98143930928571,0.114265775348808,0.291849906101538,0.0929459850250247,5.39261474989183
"299",2017-02-02,330445,28060803410,107774,1513300978,NA,NA,NA,NA,75446700,NA,NA,NA,26883153,NA,1513300978,0.133446738686945,0.0995453287344063,0.0958032191994178,0.268868638212665,0.195994595010065,0.0880218881801432,3.98139242371749,0.114264429751051,0.291846469266861,0.0929448904898621,5.39293531938115
"300",2017-02-08,372930,28061176340,210580,1513511558,1117285464,NA,NA,NA,NA,NA,NA,26132833,26978615,NA,1513511558,0.133444965194214,0.0995440057877488,0.0961421384232675,0.268865064977529,0.195991990263085,0.0880207183787649,3.98160594004521,0.114262911189132,0.291842590658835,0.0931280737605742,5.39361407968687
"301",2017-02-15,5608984,28066785324,1759114,1515270672,NA,NA,NA,28037019,NA,NA,NA,NA,NA,NA,1515270672,0.133418296993135,0.0998939446621465,0.0961229249754175,0.268811333856198,0.195952822402398,0.0880031279495313,3.98081023922824,0.114240076410113,0.291784267612478,0.0931094626560375,5.39880379782678
"302",2017-02-22,420492,28067205816,191640,1515462312,NA,37479581,NA,NA,NA,NA,NA,NA,NA,NA,1515462312,0.133535134368931,0.0998924480897817,0.0961214848990082,0.268807306628973,0.195949886713155,0.0880018095207743,3.98075060027201,0.114238364909562,0.291779896213663,0.0931080677261529,5.39940570477484
"303",2017-02-27,25209,28067231025,25209,1515487521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515487521,0.133535014432369,0.0998923583698973,0.0961213985660703,0.268807065195702,0.195949710717857,0.0880017304806433,3.98074702490179,0.11423826230468,0.29177963414722,0.0931079840997603,5.39949067170227
"304",2017-02-28,2220991096,28175817308,126871226,1541788758,1127044358,38422271,59258288,29459078,75356668,31280340,82958261,26474349,26964785,25495269,1541788758,0.136366127661861,0.104554475485031,0.0957018733662212,0.267451577983521,0.21031612801938,0.0904863511901076,4.00004140316454,0.1110183944553,0.294430717281963,0.0939612459528658,5.47202851702988
"305",2017-03-01,16998481,28178753907,923015,1538586595,1124299913,NA,NA,NA,NA,31340634,82699661,26500908,NA,NA,1538586595,0.136351916507051,0.104543579525289,0.0956918999647517,0.26742370599035,0.210294210296075,0.0904769213150572,3.98988513370958,0.111220794586714,0.293482321017241,0.0940457058089315,5.46009450977814
"306",2017-03-31,2453707299,28445171489,175167330,1583134648,1135900153,36205882,73921632,33037457,74118875,30150031,84741158,26052714,27963474,25714200,1583134648,0.127283050531093,0.116144341097665,0.0983065755494345,0.260567509774594,0.259874095076509,0.0903991737576408,3.99329690608215,0.105993493523705,0.297910518953173,0.0915892316208212,5.56556549012971
